python-colorama 0.4.6-3
python-cryptography 42.0.6-1
python-dbus 1.3.2-4
python-docopt 0.6.2-13
python-filelock 3.13.3-2
python-gobject 3.48.2-2
python-idna 3.7-1
python-jinja 1:3.1.4-1
python-lxml 5.2.2-1
python-markupsafe 2.1.5-2
python-numpy 2.0.1-1
python-packaging 24.1-1
python-pip 24.2-1
python-psutil 6.0.0-1
python-pyaudio 0.2.14-3
python-pycparser 2.22-2
python-pygdbmi 0.11.0.0-4
python-pygments 2.18.0-1
python-requests 2.32.3-1
python-sentry_sdk 2.13.0-1
python-shtab 1.7.1-1
python-termcolor 2.4.0-2
python-tqdm 4.66.5-1
python-urllib3 1.26.19-1
python-wheel 0.44.0-1
python-yaml 6.0.2-1
python-ytmusicapi 1.8.0-1
qca-qt5 2.3.9-2
qca-qt6 2.3.9-2
qcoro-qt6 0.10.0-1
qgpgme-qt6 1.23.2-6
qpdf 11.9.1-1
qqc2-breeze-style 6.1.4-1
qqc2-desktop-style 6.4.0-1
qrencode 4.1.1-3
qt5-base 5.15.14+kde+r143-1
qt5-declarative 5.15.14+kde+r28-1
qt5-location 5.15.14+kde+r7-1
qt5-multimedia 5.15.14+kde+r2-1
qt5-quickcontrols2 5.15.14+kde+r5-1
qt5-speech 5.15.14+kde+r1-1
qt5-svg 5.15.14+kde+r5-1
qt5-tools 5.15.14+kde+r4-2
qt5-translations 5.15.14-1
qt5-wayland 5.15.14+kde+r59-1
qt5-webchannel 5.15.14+kde+r3-1
qt5-webengine 5.15.17-6
qt5-x11extras 5.15.14-1
qt6-3d 6.7.2-1
qt6-5compat 6.7.2-1
qt6-base 6.7.2-1
qt6-charts 6.7.2-1
qt6-connectivity 6.7.2-1
qt6-declarative 6.7.2-1
qt6-graphs 6.7.2-1
qt6-grpc 6.7.2-2
qt6-httpserver 6.7.2-1
qt6-imageformats 6.7.2-1
qt6-languageserver 6.7.2-1
qt6-location 6.7.2-1
qt6-lottie 6.7.2-1
qt6-multimedia 6.7.2-1
qt6-multimedia-ffmpeg 6.7.2-1
qt6-multimedia-gstreamer 6.7.2-1
qt6-networkauth 6.7.2-1
qt6-positioning 6.7.2-1
qt6-quick3d 6.7.2-1
qt6-quick3dphysics 6.7.2-1
qt6-quickeffectmaker 6.7.2-1
qt6-quicktimeline 6.7.2-1
qt6-remoteobjects 6.7.2-1
qt6-scxml 6.7.2-1
qt6-sensors 6.7.2-1
qt6-serialbus 6.7.2-1
qt6-serialport 6.7.2-1
qt6-shadertools 6.7.2-1
qt6-speech 6.7.2-1
qt6-svg 6.7.2-1
qt6-tools 6.7.2-2
qt6-translations 6.7.2-1
qt6-virtualkeyboard 6.7.2-1
qt6-wayland 6.7.2-4
qt6-webchannel 6.7.2-1
qt6-webengine 6.7.2-2
qt6-websockets 6.7.2-1
qt6-webview 6.7.2-1
qtkeychain-qt6 0.14.3-1
quota-tools 1:4.09-2
rav1e 0.7.1-1
readline 8.2.013-1
rekor 1.3.6-1
rhash 1.4.4-1
ripgrep 14.1.0-1
rsync 3.3.0-2
rtkit 0.13-3
rubberband 3.3.0-2
run-parts 5.17-1
runc 1.1.13-1
s3fs-fuse 1.93-1
samba 4.20.4-1
sane 1.3.1-1
sbc 2.0-2
scim 1.4.18-5
sddm 0.21.0-4
sddm-kcm 6.1.4-1
sdl12-compat 1.2.68-2
sdl2 2.30.6-1
sed 4.9-3
semver 7.6.3-1
serd 0.32.2-1
shaderc 2024.1-1
shadow 4.16.0-1
shared-mime-info 2.4-1
signon-kwallet-extension 24.05.2-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-2
signond 8.61-3
slang 2.3.3-3
smbclient 4.20.4-1
snappy 1.1.10-1
sof-firmware 2024.06-1
solid 6.4.0-1
solid5 5.116.0-1
sonnet 6.4.0-1
sonnet5 5.116.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-12
spectacle 24.05.2-1
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 2024.2-1
sqlite 3.46.0-1
sratom 0.6.16-1
srt 1.5.3-2
sshfs 3.7.3-2
stow 2.4.0-1
sudo 1.9.15.p5-2
supergfxctl 5.2.1-1
svgpart 24.05.2-1
svt-av1 2.1.2-1
syndication 6.4.0-1
syntax-highlighting 6.4.0-1
sysprof 46.0-4
systemd 256.4-1
systemd-libs 256.4-1
systemd-sysvcompat 256.4-1
systemsettings 6.1.4-1
taglib 2.0.1-1
talloc 2.4.2-3
tar 1.35-2
tdb 1.4.12-1
tela-circle-icon-theme-purple 2024.04.19-2
tevent 1:0.16.1-3
texinfo 7.1-2
threadweaver 6.4.0-1
timeshift 24.06.3-1
tldr 3.3.0-1
tokei 12.1.2-1
topgrade 14.0.1-1
tpm2-tss 4.0.1-1
tracker3 3.7.3-2
tree 2.1.3-1
tree-sitter 0.22.6-1
tree-sitter-c 0.21.4-1
tree-sitter-lua 0.1.0-2
tree-sitter-markdown 0.2.3-2
tree-sitter-query 0.4.0-1
tree-sitter-vim 0.4.0-1
tree-sitter-vimdoc 3.0.0-1
tslib 1.23-1
ttf-fira-code 6.2-2
ttf-hack 3.003-7
ttf-hack-nerd 3.2.1-2
ttf-joypixels 8.0.0-2
ttf-meslo-nerd 3.2.1-2
ttf-meslo-nerd-font-powerlevel10k 2.3.3-1
ttf-terminus-nerd 3.2.1-2
tzdata 2024a-2
uchardet 0.0.8-3
udisks2 2.10.1-4
unace 2.5-11
unibilium 2.1.1-2
unrar 1:7.0.9-1
unzip 6.0-21
upd72020x-fw 1:1.0.0-2
update-grub 0.0.1-8
upower 1.90.4-1
usbutils 017-1
util-linux 2.40.2-1
util-linux-libs 2.40.2-1
v4l-utils 1.26.1-1
vala 0.56.17-1
vapoursynth R69-1
vde2 2.3.3-5
verdict 1.4.2-1
vi 1:070224-6
vid.stab 1.1.1-2
virtualbox 7.0.20-1
virtualbox-ext-oracle 7.0.20-1
virtualbox-ext-vnc 7.0.20-1
virtualbox-guest-iso 7.0.20-1
virtualbox-host-dkms 7.0.20-1
virtualbox-meta 2.0-1
virtualbox-sdk 7.0.20-1
vlc 3.0.21-2
vmaf 3.0.0-1
vnstat 2.12-2
volume_key 0.3.12-9
vpl-gpu-rt 24.2.5-1
vscodium-bin 1.92.1.24225-1
vscodium-bin-features 1.82.0-4
vscodium-bin-marketplace 1.76.0-1
vte-common 0.76.4-1
vte3 0.76.4-1
vulkan-headers 1:1.3.285-1
vulkan-icd-loader 1.3.285-1
vulkan-intel 1:24.1.5-2
vulkan-tools 1.3.269-1
wayland 1.23.0-1
wayland-protocols 1.36-1
wayland-utils 1.2.0-2
wd719x-firmware 1-7
webkit2gtk-4.1 2.44.2-1
webrtc-audio-processing-1 1.3-3
wget 1.24.5-3
which 2.21-6
wireplumber 0.5.5-1
wmctrl 1.07-6
woff2 1.0.2-5
wolfssl 5.7.2-1
wpa_supplicant 2:2.11-2
wpebackend-fdo 1.14.2-2
x264 3:0.164.r3108.31e19f9-2
x265 3.6-1
xapian-core 1:1.4.25-1
xapp 2.8.5-1
xcb-proto 1.17.0-2
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xclip 0.13-5
xdg-dbus-proxy 0.1.5-2
xdg-desktop-portal 1.18.4-1
xdg-desktop-portal-gtk 1.15.1-2
xdg-desktop-portal-kde 6.1.4-1
xdg-user-dirs 0.18-2
xdg-utils 1.2.1-1
xdo 0.5.7-3
xf86-input-libinput 1.4.0-2
xfsprogs 6.9.0-1
xkeyboard-config 2.42-1
xlapit-cli r187.dcaf4f5-1
xmlsec 1.3.5-1
xmlstarlet 1.6.1-4
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.13-1
xorg-server-common 21.1.13-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.3-1
xorg-xdpyinfo 1.3.4-2
xorg-xkbcomp 1.4.7-1
xorg-xmessage 1.0.7-1
xorg-xprop 1.2.7-1
xorg-xrandr 1.5.2-2
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xwayland 24.1.2-1
xorgproto 2024.1-2
xsettingsd 1.0.2-2
xvidcore 1.3.7-3
xxhash 0.8.2-1
xz 5.6.2-1
yad 14.1-1
yay 12.3.5-1
yt-dlp 2024.08.06-1
yyjson 0.10.0-1
zed 0.147.2-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.4.2-2
zlib 1:1.3.1-2
zoxide 0.9.4-2
zram-generator 1.1.2-1
zsh 5.9-5
zsh-autosuggestions 0.7.0-3
zsh-completions 0.35.0-2
zsh-syntax-highlighting 0.8.0-1
zsh-theme-powerlevel10k-git r4285.2b7da93d-1
zstd 1.5.6-1
zxing-cpp 2.2.1-1
